buying,maint,doors,persons,lug_boot,safety,class
alto,alto,4,2,pequeño,medio,unacc
alto,alto,4,2,pequeño,alto,unacc
alto,alto,4,2,medio,bajo,unacc
alto,alto,4,2,medio,medio,unacc
alto,alto,4,2,medio,alto,unacc
alto,alto,4,2,grande,bajo,unacc
alto,alto,4,2,grande,medio,unacc
alto,alto,4,2,grande,alto,unacc
alto,alto,4,4,pequeño,bajo,unacc
alto,alto,4,4,pequeño,medio,unacc
alto,alto,4,4,pequeño,alto,acc
alto,alto,4,4,medio,bajo,unacc
alto,alto,4,4,medio,medio,acc
alto,alto,4,4,medio,alto,acc
alto,alto,4,4,grande,bajo,unacc
alto,alto,4,4,grande,medio,acc
alto,alto,4,4,grande,alto,acc
alto,alto,4,more,pequeño,bajo,unacc
alto,alto,4,more,pequeño,medio,unacc
alto,alto,4,more,pequeño,alto,acc
alto,alto,4,more,medio,bajo,unacc
alto,alto,4,more,medio,medio,acc
alto,alto,4,more,medio,alto,acc
alto,alto,4,more,grande,bajo,unacc
alto,alto,4,more,grande,medio,acc
alto,alto,4,more,grande,alto,acc
alto,alto,5more,2,pequeño,bajo,unacc
alto,alto,5more,2,pequeño,medio,unacc
alto,alto,5more,2,pequeño,alto,unacc
alto,alto,5more,2,medio,bajo,unacc
alto,alto,5more,2,medio,medio,unacc
alto,alto,5more,2,medio,alto,unacc
alto,alto,5more,2,grande,bajo,unacc
alto,alto,5more,2,grande,medio,unacc
alto,alto,5more,2,grande,alto,unacc
alto,alto,5more,4,pequeño,bajo,unacc
alto,alto,5more,4,pequeño,medio,unacc
alto,alto,5more,4,pequeño,alto,acc
alto,alto,5more,4,medio,bajo,unacc
alto,alto,5more,4,medio,medio,acc
alto,alto,5more,4,medio,alto,acc
alto,alto,5more,4,grande,bajo,unacc
alto,alto,5more,4,grande,medio,acc
alto,alto,5more,4,grande,alto,acc
alto,alto,5more,more,pequeño,bajo,unacc
alto,alto,5more,more,pequeño,medio,unacc
alto,alto,5more,more,pequeño,alto,acc
alto,alto,5more,more,medio,bajo,unacc
alto,alto,5more,more,medio,medio,acc
alto,alto,5more,more,medio,alto,acc
alto,alto,5more,more,grande,bajo,unacc
alto,alto,5more,more,grande,medio,acc
alto,alto,5more,more,grande,alto,acc
alto,medio,2,2,pequeño,bajo,unacc
alto,medio,2,2,pequeño,medio,unacc
alto,medio,2,2,pequeño,alto,unacc
alto,medio,2,2,medio,bajo,unacc
alto,medio,2,2,medio,medio,unacc
alto,medio,2,2,medio,alto,unacc
alto,medio,2,2,grande,bajo,unacc
alto,medio,2,2,grande,medio,unacc
alto,medio,2,2,grande,alto,unacc
alto,medio,2,4,pequeño,bajo,unacc
alto,medio,2,4,pequeño,medio,unacc
alto,medio,2,4,pequeño,alto,acc
alto,medio,2,4,medio,bajo,unacc
alto,medio,2,4,medio,medio,unacc
alto,medio,2,4,medio,alto,acc
alto,medio,2,4,grande,bajo,unacc
alto,medio,2,4,grande,medio,acc
alto,medio,2,4,grande,alto,acc
alto,medio,2,more,pequeño,bajo,unacc
alto,medio,2,more,pequeño,medio,unacc
alto,medio,2,more,pequeño,alto,unacc
alto,medio,2,more,medio,bajo,unacc
alto,medio,2,more,medio,medio,unacc
alto,medio,2,more,medio,alto,acc
alto,medio,2,more,grande,bajo,unacc
alto,medio,2,more,grande,medio,acc
alto,medio,2,more,grande,alto,acc
alto,medio,3,2,pequeño,bajo,unacc
alto,medio,3,2,pequeño,medio,unacc
alto,medio,3,2,pequeño,alto,unacc
alto,medio,3,2,medio,bajo,unacc
alto,medio,3,2,medio,medio,unacc
alto,medio,3,2,medio,alto,unacc
alto,medio,3,2,grande,bajo,unacc
alto,medio,3,2,grande,medio,unacc
alto,medio,3,2,grande,alto,unacc
alto,medio,3,4,pequeño,bajo,unacc
alto,medio,3,4,pequeño,medio,unacc
alto,medio,3,4,pequeño,alto,acc
alto,medio,3,4,medio,bajo,unacc
alto,medio,3,4,medio,medio,unacc
alto,medio,3,4,medio,alto,acc
alto,medio,3,4,grande,bajo,unacc
alto,medio,3,4,grande,medio,acc
alto,medio,3,4,grande,alto,acc
alto,medio,3,more,pequeño,bajo,unacc
alto,medio,3,more,pequeño,medio,unacc
alto,medio,3,more,pequeño,alto,acc
alto,medio,3,more,medio,bajo,unacc
alto,medio,3,more,medio,medio,acc
alto,medio,3,more,medio,alto,acc
alto,medio,3,more,grande,bajo,unacc
alto,medio,3,more,grande,medio,acc
alto,medio,3,more,grande,alto,acc
alto,medio,4,2,pequeño,bajo,unacc
alto,medio,4,2,pequeño,medio,unacc
alto,medio,4,2,pequeño,alto,unacc
alto,medio,4,2,medio,bajo,unacc
alto,medio,4,2,medio,medio,unacc
alto,medio,4,2,medio,alto,unacc
alto,medio,4,2,grande,bajo,unacc
alto,medio,4,2,grande,medio,unacc
alto,medio,4,2,grande,alto,unacc
alto,medio,4,4,pequeño,bajo,unacc
alto,medio,4,4,pequeño,medio,unacc
alto,medio,4,4,pequeño,alto,acc
alto,medio,4,4,medio,bajo,unacc
alto,medio,4,4,medio,medio,acc
alto,medio,4,4,medio,alto,acc
alto,medio,4,4,grande,bajo,unacc
alto,medio,4,4,grande,medio,acc
alto,medio,4,4,grande,alto,acc
alto,medio,4,more,pequeño,bajo,unacc
alto,medio,4,more,pequeño,medio,unacc
alto,medio,4,more,pequeño,alto,acc
alto,medio,4,more,medio,bajo,unacc
alto,medio,4,more,medio,medio,acc
alto,medio,4,more,medio,alto,acc
alto,medio,4,more,grande,bajo,unacc
alto,medio,4,more,grande,medio,acc
alto,medio,4,more,grande,alto,acc
alto,medio,5more,2,pequeño,bajo,unacc
alto,medio,5more,2,pequeño,medio,unacc
alto,medio,5more,2,pequeño,alto,unacc
alto,medio,5more,2,medio,bajo,unacc
alto,medio,5more,2,medio,medio,unacc
alto,medio,5more,2,medio,alto,unacc
alto,medio,5more,2,grande,bajo,unacc
alto,medio,5more,2,grande,medio,unacc
alto,medio,5more,2,grande,alto,unacc
alto,medio,5more,4,pequeño,bajo,unacc
alto,medio,5more,4,pequeño,medio,unacc
alto,medio,5more,4,pequeño,alto,acc
alto,medio,5more,4,medio,bajo,unacc
alto,medio,5more,4,medio,medio,acc
alto,medio,5more,4,medio,alto,acc
alto,medio,5more,4,grande,bajo,unacc
alto,medio,5more,4,grande,medio,acc
alto,medio,5more,4,grande,alto,acc
alto,medio,5more,more,pequeño,bajo,unacc
alto,medio,5more,more,pequeño,medio,unacc
alto,medio,5more,more,pequeño,alto,acc
alto,medio,5more,more,medio,bajo,unacc
alto,medio,5more,more,medio,medio,acc
alto,medio,5more,more,medio,alto,acc
alto,medio,5more,more,grande,bajo,unacc
alto,medio,5more,more,grande,medio,acc
alto,medio,5more,more,grande,alto,acc
alto,bajo,2,2,pequeño,bajo,unacc
alto,bajo,2,2,pequeño,medio,unacc
alto,bajo,2,2,pequeño,alto,unacc
alto,bajo,2,2,medio,bajo,unacc
alto,bajo,2,2,medio,medio,unacc
alto,bajo,2,2,medio,alto,unacc
alto,bajo,2,2,grande,bajo,unacc
alto,bajo,2,2,grande,medio,unacc
alto,bajo,2,2,grande,alto,unacc
alto,bajo,2,4,pequeño,bajo,unacc
alto,bajo,2,4,pequeño,medio,unacc
alto,bajo,2,4,pequeño,alto,acc
alto,bajo,2,4,medio,bajo,unacc
alto,bajo,2,4,medio,medio,unacc
alto,bajo,2,4,medio,alto,acc
alto,bajo,2,4,grande,bajo,unacc
alto,bajo,2,4,grande,medio,acc
alto,bajo,2,4,grande,alto,acc
alto,bajo,2,more,pequeño,bajo,unacc
alto,bajo,2,more,pequeño,medio,unacc
alto,bajo,2,more,pequeño,alto,unacc
alto,bajo,2,more,medio,bajo,unacc
alto,bajo,2,more,medio,medio,unacc
alto,bajo,2,more,medio,alto,acc
alto,bajo,2,more,grande,bajo,unacc
alto,bajo,2,more,grande,medio,acc
alto,bajo,2,more,grande,alto,acc
alto,bajo,3,2,pequeño,bajo,unacc
alto,bajo,3,2,pequeño,medio,unacc
alto,bajo,3,2,pequeño,alto,unacc
alto,bajo,3,2,medio,bajo,unacc
alto,bajo,3,2,medio,medio,unacc
alto,bajo,3,2,medio,alto,unacc
alto,bajo,3,2,grande,bajo,unacc
alto,bajo,3,2,grande,medio,unacc
alto,bajo,3,2,grande,alto,unacc
alto,bajo,3,4,pequeño,bajo,unacc
alto,bajo,3,4,pequeño,medio,unacc
alto,bajo,3,4,pequeño,alto,acc
alto,bajo,3,4,medio,bajo,unacc
alto,bajo,3,4,medio,medio,unacc
alto,bajo,3,4,medio,alto,acc
alto,bajo,3,4,grande,bajo,unacc
alto,bajo,3,4,grande,medio,acc
alto,bajo,3,4,grande,alto,acc
alto,bajo,3,more,pequeño,bajo,unacc
alto,bajo,3,more,pequeño,medio,unacc
alto,bajo,3,more,pequeño,alto,acc
alto,bajo,3,more,medio,bajo,unacc
alto,bajo,3,more,medio,medio,acc
alto,bajo,3,more,medio,alto,acc
alto,bajo,3,more,grande,bajo,unacc
alto,bajo,3,more,grande,medio,acc
alto,bajo,3,more,grande,alto,acc
alto,bajo,4,2,pequeño,bajo,unacc
alto,bajo,4,2,pequeño,medio,unacc
alto,bajo,4,2,pequeño,alto,unacc
alto,bajo,4,2,medio,bajo,unacc
alto,bajo,4,2,medio,medio,unacc
alto,bajo,4,2,medio,alto,unacc
alto,bajo,4,2,grande,bajo,unacc
alto,bajo,4,2,grande,medio,unacc
alto,bajo,4,2,grande,alto,unacc
alto,bajo,4,4,pequeño,bajo,unacc
alto,bajo,4,4,pequeño,medio,unacc
alto,bajo,4,4,pequeño,alto,acc
alto,bajo,4,4,medio,bajo,unacc
alto,bajo,4,4,medio,medio,acc
alto,bajo,4,4,medio,alto,acc
alto,bajo,4,4,grande,bajo,unacc
alto,bajo,4,4,grande,medio,acc
alto,bajo,4,4,grande,alto,acc
alto,bajo,4,more,pequeño,bajo,unacc
alto,bajo,4,more,pequeño,medio,unacc
alto,bajo,4,more,pequeño,alto,acc
alto,bajo,4,more,medio,bajo,unacc
alto,bajo,4,more,medio,medio,acc
alto,bajo,4,more,medio,alto,acc
alto,bajo,4,more,grande,bajo,unacc
alto,bajo,4,more,grande,medio,acc
alto,bajo,4,more,grande,alto,acc
alto,bajo,5more,2,pequeño,bajo,unacc
alto,bajo,5more,2,pequeño,medio,unacc
alto,bajo,5more,2,pequeño,alto,unacc
alto,bajo,5more,2,medio,bajo,unacc
alto,bajo,5more,2,medio,medio,unacc
alto,bajo,5more,2,medio,alto,unacc
alto,bajo,5more,2,grande,bajo,unacc
alto,bajo,5more,2,grande,medio,unacc
alto,bajo,5more,2,grande,alto,unacc
alto,bajo,5more,4,pequeño,bajo,unacc
alto,bajo,5more,4,pequeño,medio,unacc
alto,bajo,5more,4,pequeño,alto,acc
alto,bajo,5more,4,medio,bajo,unacc
alto,bajo,5more,4,medio,medio,acc
alto,bajo,5more,4,medio,alto,acc
alto,bajo,5more,4,grande,bajo,unacc
alto,bajo,5more,4,grande,medio,acc
alto,bajo,5more,4,grande,alto,acc
alto,bajo,5more,more,pequeño,bajo,unacc
alto,bajo,5more,more,pequeño,medio,unacc
alto,bajo,5more,more,pequeño,alto,acc
alto,bajo,5more,more,medio,bajo,unacc
alto,bajo,5more,more,medio,medio,acc
alto,bajo,5more,more,medio,alto,acc
alto,bajo,5more,more,grande,bajo,unacc
alto,bajo,5more,more,grande,medio,acc
alto,bajo,5more,more,grande,alto,acc
medio,muy alto,2,2,pequeño,bajo,unacc
medio,muy alto,2,2,pequeño,medio,unacc
medio,muy alto,2,2,pequeño,alto,unacc
medio,muy alto,2,2,medio,bajo,unacc
medio,muy alto,2,2,medio,medio,unacc
medio,muy alto,2,2,medio,alto,unacc
medio,muy alto,2,2,grande,bajo,unacc
medio,muy alto,2,2,grande,medio,unacc
medio,muy alto,2,2,grande,alto,unacc
medio,muy alto,2,4,pequeño,bajo,unacc
medio,muy alto,2,4,pequeño,medio,unacc
medio,muy alto,2,4,pequeño,alto,acc
medio,muy alto,2,4,medio,bajo,unacc
medio,muy alto,2,4,medio,medio,unacc
medio,muy alto,2,4,medio,alto,acc
medio,muy alto,2,4,grande,bajo,unacc
medio,muy alto,2,4,grande,medio,acc
medio,muy alto,2,4,grande,alto,acc
medio,muy alto,2,more,pequeño,bajo,unacc
medio,muy alto,2,more,pequeño,medio,unacc
medio,muy alto,2,more,pequeño,alto,unacc
medio,muy alto,2,more,medio,bajo,unacc
medio,muy alto,2,more,medio,medio,unacc
medio,muy alto,2,more,medio,alto,acc
medio,muy alto,2,more,grande,bajo,unacc
medio,muy alto,2,more,grande,medio,acc
medio,muy alto,2,more,grande,alto,acc
medio,muy alto,3,2,pequeño,bajo,unacc
medio,muy alto,3,2,pequeño,medio,unacc
medio,muy alto,3,2,pequeño,alto,unacc
medio,muy alto,3,2,medio,bajo,unacc
medio,muy alto,3,2,medio,medio,unacc
medio,muy alto,3,2,medio,alto,unacc
medio,muy alto,3,2,grande,bajo,unacc
medio,muy alto,3,2,grande,medio,unacc
medio,muy alto,3,2,grande,alto,unacc
medio,muy alto,3,4,pequeño,bajo,unacc
medio,muy alto,3,4,pequeño,medio,unacc
medio,muy alto,3,4,pequeño,alto,acc
medio,muy alto,3,4,medio,bajo,unacc
medio,muy alto,3,4,medio,medio,unacc
medio,muy alto,3,4,medio,alto,acc
medio,muy alto,3,4,grande,bajo,unacc
medio,muy alto,3,4,grande,medio,acc
medio,muy alto,3,4,grande,alto,acc
medio,muy alto,3,more,pequeño,bajo,unacc
medio,muy alto,3,more,pequeño,medio,unacc
medio,muy alto,3,more,pequeño,alto,acc
medio,muy alto,3,more,medio,bajo,unacc
medio,muy alto,3,more,medio,medio,acc
medio,muy alto,3,more,medio,alto,acc
medio,muy alto,3,more,grande,bajo,unacc
medio,muy alto,3,more,grande,medio,acc
medio,muy alto,3,more,grande,alto,acc
medio,muy alto,4,2,pequeño,bajo,unacc
medio,muy alto,4,2,pequeño,medio,unacc
medio,muy alto,4,2,pequeño,alto,unacc
medio,muy alto,4,2,medio,bajo,unacc
medio,muy alto,4,2,medio,medio,unacc
medio,muy alto,4,2,medio,alto,unacc
medio,muy alto,4,2,grande,bajo,unacc
medio,muy alto,4,2,grande,medio,unacc
medio,muy alto,4,2,grande,alto,unacc
medio,muy alto,4,4,pequeño,bajo,unacc
medio,muy alto,4,4,pequeño,medio,unacc
medio,muy alto,4,4,pequeño,alto,acc
medio,muy alto,4,4,medio,bajo,unacc
medio,muy alto,4,4,medio,medio,acc
medio,muy alto,4,4,medio,alto,acc
medio,muy alto,4,4,grande,bajo,unacc
medio,muy alto,4,4,grande,medio,acc
medio,muy alto,4,4,grande,alto,acc
medio,muy alto,4,more,pequeño,bajo,unacc
medio,muy alto,4,more,pequeño,medio,unacc
medio,muy alto,4,more,pequeño,alto,acc
medio,muy alto,4,more,medio,bajo,unacc
medio,muy alto,4,more,medio,medio,acc
medio,muy alto,4,more,medio,alto,acc
medio,muy alto,4,more,grande,bajo,unacc
medio,muy alto,4,more,grande,medio,acc
medio,muy alto,4,more,grande,alto,acc
medio,muy alto,5more,2,pequeño,bajo,unacc
medio,muy alto,5more,2,pequeño,medio,unacc
medio,muy alto,5more,2,pequeño,alto,unacc
medio,muy alto,5more,2,medio,bajo,unacc
medio,muy alto,5more,2,medio,medio,unacc
medio,muy alto,5more,2,medio,alto,unacc
medio,muy alto,5more,2,grande,bajo,unacc
medio,muy alto,5more,2,grande,medio,unacc
medio,muy alto,5more,2,grande,alto,unacc
medio,muy alto,5more,4,pequeño,bajo,unacc
medio,muy alto,5more,4,pequeño,medio,unacc
medio,muy alto,5more,4,pequeño,alto,acc
medio,muy alto,5more,4,medio,bajo,unacc
medio,muy alto,5more,4,medio,medio,acc
medio,muy alto,5more,4,medio,alto,acc
medio,muy alto,5more,4,grande,bajo,unacc
medio,muy alto,5more,4,grande,medio,acc
medio,muy alto,5more,4,grande,alto,acc
medio,muy alto,5more,more,pequeño,bajo,unacc
medio,muy alto,5more,more,pequeño,medio,unacc
medio,muy alto,5more,more,pequeño,alto,acc
medio,muy alto,5more,more,medio,bajo,unacc
medio,muy alto,5more,more,medio,medio,acc
medio,muy alto,5more,more,medio,alto,acc
medio,muy alto,5more,more,grande,bajo,unacc
medio,muy alto,5more,more,grande,medio,acc
medio,muy alto,5more,more,grande,alto,acc
medio,alto,2,2,pequeño,bajo,unacc
medio,alto,2,2,pequeño,medio,unacc
medio,alto,2,2,pequeño,alto,unacc
medio,alto,2,2,medio,bajo,unacc
medio,alto,2,2,medio,medio,unacc
medio,alto,2,2,medio,alto,unacc
medio,alto,2,2,grande,bajo,unacc
medio,alto,2,2,grande,medio,unacc
medio,alto,2,2,grande,alto,unacc
medio,alto,2,4,pequeño,bajo,unacc
medio,alto,2,4,pequeño,medio,unacc
medio,alto,2,4,pequeño,alto,acc
medio,alto,2,4,medio,bajo,unacc
medio,alto,2,4,medio,medio,unacc
medio,alto,2,4,medio,alto,acc
medio,alto,2,4,grande,bajo,unacc
medio,alto,2,4,grande,medio,acc
medio,alto,2,4,grande,alto,acc
medio,alto,2,more,pequeño,bajo,unacc
medio,alto,2,more,pequeño,medio,unacc
medio,alto,2,more,pequeño,alto,unacc
medio,alto,2,more,medio,bajo,unacc
medio,alto,2,more,medio,medio,unacc
medio,alto,2,more,medio,alto,acc
medio,alto,2,more,grande,bajo,unacc
medio,alto,2,more,grande,medio,acc
medio,alto,2,more,grande,alto,acc
medio,alto,3,2,pequeño,bajo,unacc
